profile,step,action,correct,response_time,skill,recent_accuracy,confidence,blend_weight,reward,q_before,q_after,p_stat,p_rl,hybrid_policy,reward_components
struggling,54,EASY,True,14.18,0.2594,0.8,0.789,0.6213,1.1671,0.1718,0.3211,"{""EASY"": 0.7157, ""MEDIUM"": 0.2432, ""HARD"": 0.0411}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8716, ""MEDIUM"": 0.1024, ""HARD"": 0.0259}","{""r_acc"": 1.0, ""r_time"": 0.08011980425669102, ""r_prog"": 0.0, ""r_mom"": 0.0870061661742672, ""total"": 1.1671259704309582}"
struggling,55,EASY,False,8.99,0.2411,0.8,0.773,0.7023,-0.3102,0.0,-0.0465,"{""EASY"": 0.7044, ""MEDIUM"": 0.2509, ""HARD"": 0.0447}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8886, ""MEDIUM"": 0.0864, ""HARD"": 0.025}","{""r_acc"": -0.5, ""r_time"": 0.1897670152097027, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.31023298479029726}"
struggling,56,EASY,False,7.88,0.2246,0.6,0.6632,0.6911,-0.2899,0.0,-0.0435,"{""EASY"": 0.5777, ""MEDIUM"": 0.3833, ""HARD"": 0.0389}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8465, ""MEDIUM"": 0.1299, ""HARD"": 0.0235}","{""r_acc"": -0.5, ""r_time"": 0.21014879957360702, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.289851200426393}"
struggling,57,HARD,False,13.98,0.2236,0.4,0.6633,0.6143,-0.4152,0.0,-0.0623,"{""EASY"": 0.6948, ""MEDIUM"": 0.2626, ""HARD"": 0.0427}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.2782, ""MEDIUM"": 0.1115, ""HARD"": 0.6102}","{""r_acc"": -0.5, ""r_time"": 0.08484323104296619, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4151567689570338}"
struggling,58,HARD,False,10.29,0.2227,0.2,0.7614,0.6143,-0.3394,0.0,-0.0509,"{""EASY"": 0.5209, ""MEDIUM"": 0.1963, ""HARD"": 0.2828}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.2111, ""MEDIUM"": 0.0859, ""HARD"": 0.7029}","{""r_acc"": -0.5, ""r_time"": 0.1605722841920298, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3394277158079702}"
struggling,59,HARD,False,12.53,0.2218,0.0,0.9582,0.683,-0.3882,0.0,-0.0751,"{""EASY"": 0.5214, ""MEDIUM"": 0.1959, ""HARD"": 0.2827}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.1767, ""MEDIUM"": 0.0735, ""HARD"": 0.7498}","{""r_acc"": -0.5, ""r_time"": 0.1117621198803644, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3882378801196356}"
struggling,60,HARD,False,15.17,0.2209,0.0,0.9564,0.8,-0.4355,-0.1253,-0.1526,"{""EASY"": 0.5881, ""MEDIUM"": 0.3763, ""HARD"": 0.0355}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.131, ""MEDIUM"": 0.0886, ""HARD"": 0.7804}","{""r_acc"": -0.5, ""r_time"": 0.06453234917764478, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4354676508223552}"
struggling,61,MEDIUM,False,7.98,0.2153,0.0,0.9569,0.8,-0.293,0.1425,0.1116,"{""EASY"": 0.5886, ""MEDIUM"": 0.376, ""HARD"": 0.0354}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.1311, ""MEDIUM"": 0.8485, ""HARD"": 0.0204}","{""r_acc"": -0.5, ""r_time"": 0.20704336457829195, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.292956635421708}"
struggling,62,EASY,True,9.84,0.2353,0.2,0.7637,0.8,1.2008,0.2553,0.4222,"{""EASY"": 0.5568, ""MEDIUM"": 0.4108, ""HARD"": 0.0324}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8847, ""MEDIUM"": 0.0955, ""HARD"": 0.0198}","{""r_acc"": 1.0, ""r_time"": 0.16860928790559593, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2007605616587593}"
struggling,63,MEDIUM,True,16.53,0.2662,0.4,0.6606,0.6846,1.2022,0.1858,0.3816,"{""EASY"": 0.718, ""MEDIUM"": 0.2416, ""HARD"": 0.0404}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2379, ""MEDIUM"": 0.738, ""HARD"": 0.0242}","{""r_acc"": 1.0, ""r_time"": 0.04390103833944122, ""r_prog"": 0.1, ""r_mom"": 0.05827829453479101, ""total"": 1.2021793328742323}"
struggling,64,EASY,False,7.77,0.2472,0.4,0.6477,0.6124,-0.2883,0.3211,0.2297,"{""EASY"": 0.5321, ""MEDIUM"": 0.4268, ""HARD"": 0.0411}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7982, ""MEDIUM"": 0.1756, ""HARD"": 0.0261}","{""r_acc"": -0.5, ""r_time"": 0.21170154269750754, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2882984573024925}"
struggling,65,EASY,True,12.24,0.2674,0.6,0.6522,0.6034,1.1493,0.0,0.1724,"{""EASY"": 0.7112, ""MEDIUM"": 0.2463, ""HARD"": 0.0425}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8653, ""MEDIUM"": 0.1077, ""HARD"": 0.0269}","{""r_acc"": 1.0, ""r_time"": 0.11717795290480701, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1493292266579704}"
struggling,66,EASY,True,21.7,0.2875,0.8,0.7348,0.6065,1.0704,0.0,0.1606,"{""EASY"": 0.7, ""MEDIUM"": 0.2538, ""HARD"": 0.0462}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8617, ""MEDIUM"": 0.11, ""HARD"": 0.0283}","{""r_acc"": 1.0, ""r_time"": 0.012099003602133106, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.0703772981369242}"
struggling,67,EASY,False,5.37,0.2666,0.6,0.6193,0.6644,-0.2551,-0.0465,-0.0778,"{""EASY"": 0.5533, ""MEDIUM"": 0.399, ""HARD"": 0.0477}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.1968, ""MEDIUM"": 0.145, ""HARD"": 0.6583}","{""r_acc"": -0.5, ""r_time"": 0.24488878393618005, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2551112160638199}"
struggling,68,MEDIUM,True,11.81,0.2985,0.6,0.6173,0.5835,1.2645,0.0,0.2113,"{""EASY"": 0.6653, ""MEDIUM"": 0.2832, ""HARD"": 0.0515}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2868, ""MEDIUM"": 0.682, ""HARD"": 0.0312}","{""r_acc"": 1.0, ""r_time"": 0.13234706132326968, ""r_prog"": 0.1, ""r_mom"": 0.032151273753163435, ""total"": 1.2644983350764334}"
struggling,69,MEDIUM,True,10.27,0.331,0.8,0.7216,0.5821,1.3208,0.0,0.1981,"{""EASY"": 0.5168, ""MEDIUM"": 0.4361, ""HARD"": 0.0472}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7786, ""MEDIUM"": 0.1919, ""HARD"": 0.0294}","{""r_acc"": 1.0, ""r_time"": 0.16256691088097522, ""r_prog"": 0.1, ""r_mom"": 0.05827829453479101, ""total"": 1.3208452054157664}"
struggling,70,EASY,False,4.67,0.3061,0.6,0.5983,0.6551,-0.2496,0.0,-0.0089,"{""EASY"": 0.5017, ""MEDIUM"": 0.4446, ""HARD"": 0.0538}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8063, ""MEDIUM"": 0.1642, ""HARD"": 0.0295}","{""r_acc"": -0.5, ""r_time"": 0.25039005324649893, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.24960994675350107}"
struggling,71,MEDIUM,False,4.56,0.2953,0.4,0.6281,0.5688,-0.2516,0.2113,0.1704,"{""EASY"": 0.6794, ""MEDIUM"": 0.2668, ""HARD"": 0.0538}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.3024, ""MEDIUM"": 0.6649, ""HARD"": 0.0327}","{""r_acc"": -0.5, ""r_time"": 0.24835655075060614, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.25164344924939386}"
struggling,72,MEDIUM,False,8.14,0.2852,0.4,0.638,0.5897,-0.3073,0.1704,0.0988,"{""EASY"": 0.5183, ""MEDIUM"": 0.4352, ""HARD"": 0.0465}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2225, ""MEDIUM"": 0.7486, ""HARD"": 0.0289}","{""r_acc"": -0.5, ""r_time"": 0.19268259310479635, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.30731740689520365}"
struggling,73,EASY,False,6.28,0.2645,0.2,0.7438,0.5966,-0.2776,0.0,0.0154,"{""EASY"": 0.523, ""MEDIUM"": 0.4324, ""HARD"": 0.0446}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7877, ""MEDIUM"": 0.1844, ""HARD"": 0.0279}","{""r_acc"": -0.5, ""r_time"": 0.2223518885303498, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2776481114696502}"
struggling,74,EASY,True,10.96,0.2846,0.2,0.7385,0.6707,1.1723,0.4222,0.5862,"{""EASY"": 0.7016, ""MEDIUM"": 0.2527, ""HARD"": 0.0457}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8794, ""MEDIUM"": 0.0944, ""HARD"": 0.0262}","{""r_acc"": 1.0, ""r_time"": 0.14015761386349349, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.172308887616657}"
struggling,75,MEDIUM,False,9.97,0.2753,0.2,0.7492,0.667,-0.3389,0.3816,0.2735,"{""EASY"": 0.6907, ""MEDIUM"": 0.2598, ""HARD"": 0.0495}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2411, ""MEDIUM"": 0.7313, ""HARD"": 0.0276}","{""r_acc"": -0.5, ""r_time"": 0.16112513963820274, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.33887486036179726}"
struggling,76,EASY,True,10.79,0.2954,0.4,0.6733,0.6745,1.1781,0.0,0.1767,"{""EASY"": 0.5277, ""MEDIUM"": 0.4295, ""HARD"": 0.0427}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8238, ""MEDIUM"": 0.1511, ""HARD"": 0.0252}","{""r_acc"": 1.0, ""r_time"": 0.14594666710110477, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1780979408542682}"
struggling,77,MEDIUM,False,7.96,0.2853,0.4,0.6727,0.6213,-0.299,0.0,-0.0216,"{""EASY"": 0.685, ""MEDIUM"": 0.2634, ""HARD"": 0.0516}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2697, ""MEDIUM"": 0.7004, ""HARD"": 0.0299}","{""r_acc"": -0.5, ""r_time"": 0.20098101468343613, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2990189853165639}"
struggling,78,EASY,True,9.49,0.3052,0.6,0.69,0.6209,1.2026,0.1724,0.324,"{""EASY"": 0.523, ""MEDIUM"": 0.4324, ""HARD"": 0.0446}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7985, ""MEDIUM"": 0.1743, ""HARD"": 0.0273}","{""r_acc"": 1.0, ""r_time"": 0.17040996716530746, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.202561240918471}"
struggling,79,MEDIUM,False,3.84,0.2945,0.4,0.6534,0.633,-0.2438,-0.0216,-0.0549,"{""EASY"": 0.6798, ""MEDIUM"": 0.2666, ""HARD"": 0.0536}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.26, ""MEDIUM"": 0.7098, ""HARD"": 0.0302}","{""r_acc"": -0.5, ""r_time"": 0.2561889420631703, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.24381105793682972}"
struggling,80,EASY,True,6.83,0.3144,0.6,0.6507,0.6074,1.247,0.0,0.187,"{""EASY"": 0.5186, ""MEDIUM"": 0.435, ""HARD"": 0.0464}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7908, ""MEDIUM"": 0.1809, ""HARD"": 0.0283}","{""r_acc"": 1.0, ""r_time"": 0.21483149601826015, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2469827697714237}"
struggling,81,HARD,False,12.96,0.312,0.4,0.6387,0.6055,-0.4037,0.0,-0.0606,"{""EASY"": 0.6751, ""MEDIUM"": 0.2694, ""HARD"": 0.0555}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.2764, ""MEDIUM"": 0.1164, ""HARD"": 0.6072}","{""r_acc"": -0.5, ""r_time"": 0.09630077765541127, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4036992223445887}"
struggling,82,MEDIUM,True,12.79,0.3445,0.6,0.6356,0.5971,1.2335,0.0,0.185,"{""EASY"": 0.4781, ""MEDIUM"": 0.2281, ""HARD"": 0.2938}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2025, ""MEDIUM"": 0.6691, ""HARD"": 0.1283}","{""r_acc"": 1.0, ""r_time"": 0.10139615348927764, ""r_prog"": 0.1, ""r_mom"": 0.032151273753163435, ""total"": 1.2335474272424412}"
struggling,83,EASY,True,5.78,0.3633,0.6,0.6232,0.5949,1.292,0.0,0.1938,"{""EASY"": 0.4955, ""MEDIUM"": 0.4479, ""HARD"": 0.0567}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7758, ""MEDIUM"": 0.1913, ""HARD"": 0.0329}","{""r_acc"": 1.0, ""r_time"": 0.23367176847594148, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.2919500630107326}"
struggling,84,EASY,False,8.54,0.3356,0.6,0.6483,0.5863,-0.3149,-0.068,-0.105,"{""EASY"": 0.651, ""MEDIUM"": 0.2829, ""HARD"": 0.0661}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2791, ""MEDIUM"": 0.6838, ""HARD"": 0.0371}","{""r_acc"": -0.5, ""r_time"": 0.18505017363117054, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.31494982636882946}"
struggling,85,EASY,False,8.38,0.3104,0.4,0.6546,0.6038,-0.3132,0.0,-0.0449,"{""EASY"": 0.6644, ""MEDIUM"": 0.2756, ""HARD"": 0.0599}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8469, ""MEDIUM"": 0.1193, ""HARD"": 0.0338}","{""r_acc"": -0.5, ""r_time"": 0.1868148030912827, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.31318519690871727}"
struggling,86,EASY,False,12.56,0.2873,0.4,0.656,0.6082,-0.395,0.0154,-0.0441,"{""EASY"": 0.6361, ""MEDIUM"": 0.3023, ""HARD"": 0.0616}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8371, ""MEDIUM"": 0.1286, ""HARD"": 0.0343}","{""r_acc"": -0.5, ""r_time"": 0.10502622831872609, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3949737716812739}"
struggling,87,HARD,False,12.13,0.2855,0.2,0.7544,0.6092,-0.3865,0.0,-0.0341,"{""EASY"": 0.6513, ""MEDIUM"": 0.2926, ""HARD"": 0.0561}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.2647, ""MEDIUM"": 0.1245, ""HARD"": 0.6109}","{""r_acc"": -0.5, ""r_time"": 0.11350197299868303, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.38649802700131697}"
struggling,88,EASY,False,10.62,0.2647,0.0,0.9666,0.6781,-0.3567,0.1767,0.1206,"{""EASY"": 0.4904, ""MEDIUM"": 0.2193, ""HARD"": 0.2903}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8133, ""MEDIUM"": 0.0819, ""HARD"": 0.1048}","{""r_acc"": -0.5, ""r_time"": 0.14325044517339672, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3567495548266033}"
struggling,89,EASY,True,13.88,0.2848,0.2,0.7753,0.8,1.116,0.1206,0.2699,"{""EASY"": 0.7015, ""MEDIUM"": 0.2528, ""HARD"": 0.0457}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.9136, ""MEDIUM"": 0.0639, ""HARD"": 0.0225}","{""r_acc"": 1.0, ""r_time"": 0.08384125534501058, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.115992529098174}"
struggling,90,MEDIUM,False,11.02,0.2755,0.2,0.7887,0.6927,-0.3648,0.0,-0.0183,"{""EASY"": 0.6905, ""MEDIUM"": 0.2599, ""HARD"": 0.0495}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8818, ""MEDIUM"": 0.0914, ""HARD"": 0.0268}","{""r_acc"": -0.5, ""r_time"": 0.13522930811719497, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.36477069188280503}"
struggling,91,EASY,True,8.59,0.2955,0.4,0.681,0.7021,1.2174,0.2699,0.4046,"{""EASY"": 0.5276, ""MEDIUM"": 0.4296, ""HARD"": 0.0428}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8359, ""MEDIUM"": 0.1397, ""HARD"": 0.0244}","{""r_acc"": 1.0, ""r_time"": 0.18525882437734523, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2174100981305087}"
struggling,92,MEDIUM,False,12.19,0.2855,0.4,0.6809,0.6267,-0.3867,-0.0549,-0.1047,"{""EASY"": 0.6849, ""MEDIUM"": 0.2635, ""HARD"": 0.0516}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2661, ""MEDIUM"": 0.7042, ""HARD"": 0.0297}","{""r_acc"": -0.5, ""r_time"": 0.11329205379117259, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3867079462088274}"
struggling,93,EASY,True,10.17,0.3054,0.6,0.68,0.6267,1.1857,0.0,0.1779,"{""EASY"": 0.5229, ""MEDIUM"": 0.4324, ""HARD"": 0.0446}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.801, ""MEDIUM"": 0.1719, ""HARD"": 0.0271}","{""r_acc"": 1.0, ""r_time"": 0.15359725213979986, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1857485258929634}"
struggling,94,HARD,True,8.61,0.3471,0.6,0.6844,0.626,1.4418,0.0,0.243,"{""EASY"": 0.6797, ""MEDIUM"": 0.2666, ""HARD"": 0.0536}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.2647, ""MEDIUM"": 0.1102, ""HARD"": 0.6252}","{""r_acc"": 1.0, ""r_time"": 0.18347239334995916, ""r_prog"": 0.2, ""r_mom"": 0.05827829453479101, ""total"": 1.4417506878847501}"
struggling,95,MEDIUM,False,8.59,0.3334,0.6,0.6825,0.6291,-0.3128,0.1981,0.1215,"{""EASY"": 0.4622, ""MEDIUM"": 0.2389, ""HARD"": 0.2989}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.1819, ""MEDIUM"": 0.6967, ""HARD"": 0.1213}","{""r_acc"": -0.5, ""r_time"": 0.18720837252246222, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.31279162747753775}"
struggling,96,HARD,False,14.13,0.3306,0.4,0.672,0.6278,-0.4283,0.0,-0.0393,"{""EASY"": 0.5006, ""MEDIUM"": 0.4452, ""HARD"": 0.0543}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.1968, ""MEDIUM"": 0.1762, ""HARD"": 0.627}","{""r_acc"": -0.5, ""r_time"": 0.07165889427344667, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4283411057265533}"
struggling,97,MEDIUM,False,15.05,0.3181,0.4,0.6633,0.6204,-0.4399,0.185,0.1163,"{""EASY"": 0.4696, ""MEDIUM"": 0.234, ""HARD"": 0.2965}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.1886, ""MEDIUM"": 0.6885, ""HARD"": 0.1229}","{""r_acc"": -0.5, ""r_time"": 0.06010323666075492, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4398967633392451}"
struggling,98,EASY,True,16.04,0.3375,0.4,0.6603,0.6143,1.0818,-0.0399,0.1545,"{""EASY"": 0.5076, ""MEDIUM"": 0.4413, ""HARD"": 0.0511}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.206, ""MEDIUM"": 0.764, ""HARD"": 0.0299}","{""r_acc"": 1.0, ""r_time"": 0.049630756814672626, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.081782030567836}"
struggling,99,EASY,True,7.79,0.3565,0.4,0.6562,0.6122,1.2669,0.1938,0.3548,"{""EASY"": 0.6635, ""MEDIUM"": 0.2762, ""HARD"": 0.0604}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8491, ""MEDIUM"": 0.1173, ""HARD"": 0.0336}","{""r_acc"": 1.0, ""r_time"": 0.2086191216055115, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.2668974161403026}"
average,0,MEDIUM,False,13.73,0.475,0.0,0.15,0.15,-0.35,0.0,-0.0525,"{""EASY"": 0.4266, ""MEDIUM"": 0.4754, ""HARD"": 0.098}","{""EASY"": 0.8333, ""MEDIUM"": 0.0833, ""HARD"": 0.0833}","{""EASY"": 0.4876, ""MEDIUM"": 0.4166, ""HARD"": 0.0958}","{""r_acc"": -0.5, ""r_time"": 0.15, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.35}"
average,1,EASY,False,19.93,0.4397,0.0,0.5631,0.1552,-0.35,0.0,-0.0525,"{""EASY"": 0.4374, ""MEDIUM"": 0.4723, ""HARD"": 0.0903}","{""EASY"": 0.8383, ""MEDIUM"": 0.0808, ""HARD"": 0.0808}","{""EASY"": 0.4996, ""MEDIUM"": 0.4115, ""HARD"": 0.0888}","{""r_acc"": -0.5, ""r_time"": 0.15, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.35}"
average,2,HARD,False,8.73,0.4338,0.0,0.5851,0.1894,-0.2205,0.0,-0.0331,"{""EASY"": 0.6161, ""MEDIUM"": 0.2986, ""HARD"": 0.0853}","{""EASY"": 0.8432, ""MEDIUM"": 0.0784, ""HARD"": 0.0784}","{""EASY"": 0.6592, ""MEDIUM"": 0.2569, ""HARD"": 0.084}","{""r_acc"": -0.5, ""r_time"": 0.27945470210424445, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.22054529789575555}"
average,3,HARD,False,7.77,0.4281,0.0,0.623,0.2114,-0.26,0.0,-0.039,"{""EASY"": 0.4255, ""MEDIUM"": 0.2609, ""HARD"": 0.3136}","{""EASY"": 0.8479, ""MEDIUM"": 0.0761, ""HARD"": 0.0761}","{""EASY"": 0.5148, ""MEDIUM"": 0.2218, ""HARD"": 0.2634}","{""r_acc"": -0.5, ""r_time"": 0.24004332041363113, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.25995667958636887}"
average,4,EASY,True,9.16,0.4443,0.2,0.4817,0.2372,1.2326,0.0,0.1849,"{""EASY"": 0.4278, ""MEDIUM"": 0.2597, ""HARD"": 0.3125}","{""EASY"": 0.8525, ""MEDIUM"": 0.0738, ""HARD"": 0.0738}","{""EASY"": 0.5285, ""MEDIUM"": 0.2156, ""HARD"": 0.2559}","{""r_acc"": 1.0, ""r_time"": 0.20048772336585285, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2326389971190164}"
average,5,EASY,False,7.53,0.4108,0.2,0.5197,0.2343,-0.2833,0.0,-0.0425,"{""EASY"": 0.6142, ""MEDIUM"": 0.2993, ""HARD"": 0.0865}","{""EASY"": 0.8569, ""MEDIUM"": 0.0716, ""HARD"": 0.0716}","{""EASY"": 0.671, ""MEDIUM"": 0.2459, ""HARD"": 0.083}","{""r_acc"": -0.5, ""r_time"": 0.21671574711544012, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2832842528845599}"
average,6,EASY,True,10.71,0.4276,0.4,0.5362,0.2591,1.1895,0.0,0.1784,"{""EASY"": 0.6289, ""MEDIUM"": 0.2934, ""HARD"": 0.0776}","{""EASY"": 0.8612, ""MEDIUM"": 0.0694, ""HARD"": 0.0694}","{""EASY"": 0.6891, ""MEDIUM"": 0.2354, ""HARD"": 0.0755}","{""r_acc"": 1.0, ""r_time"": 0.15737941989815912, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1895306936513226}"
average,7,EASY,False,11.71,0.3952,0.4,0.5773,0.2814,-0.3614,0.0,-0.0542,"{""EASY"": 0.5636, ""MEDIUM"": 0.3418, ""HARD"": 0.0945}","{""EASY"": 0.8653, ""MEDIUM"": 0.0673, ""HARD"": 0.0673}","{""EASY"": 0.6485, ""MEDIUM"": 0.2646, ""HARD"": 0.0869}","{""r_acc"": -0.5, ""r_time"": 0.13862121300946084, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.36137878699053916}"
